User	Achievement	Rate
~David~	~dod_colmar_defense~	10.85
~David~	~dod_kills_with_30cal~	2.96
~David~	~dod_beat_the_heat~	2.42
~David~	~dod_bombs_planted_grind~	2.08
~David~	~dod_bombs_defused_grind~	1.12
~David~	~dod_kills_with_p38~	2.91
~David~	~dod_all_pack_1~	0.69
~David~	~dod_kills_with_colt~	3.07
~David~	~dod_kill_dominating_mg~	7.33
~David~	~dod_capture_grind~	13.05
~David~	~dod_kills_as_bazookaguy~	2.41
~David~	~dod_block_captures_grind~	3.13
~David~	~dod_kills_as_allies~	3.27
~David~	~dod_use_enemy_weapons~	11.95
~David~	~dod_kills_with_amerknife~	1.57
~David~	~dod_play_custom_maps~	23.17
~David~	~dod_mg_position_streak~	8.64
~David~	~dod_kills_as_sniper~	4.30
~David~	~dod_jagd_overtime_cap~	1.90
~David~	~dod_win_knife_fight~	17.47
~David~	~dod_kills_with_spring~	3.83
~David~	~dod_weapon_mastery~	1.58
~David~	~dod_kills_with_frag_ger~	2.66
~David~	~dod_kills_as_support~	4.68
~David~	~dod_kills_with_thompson~	5.35
~David~	~dod_long_range_rocket~	12.10
~David~	~dod_kills_with_spade~	2.28
~David~	~dod_rounds_won_grind~	8.20
~David~	~dod_kills_with_mp44~	4.43
~David~	~dod_block_captures~	17.41
~David~	~dod_kills_with_k98~	4.85
~David~	~dod_kills_with_riflegren_ger~	1.86
~David~	~dod_kills_as_rifleman~	5.14
~David~	~dod_kills_with_grenade~	4.59
~David~	~dod_kills_with_bazooka~	1.68
~David~	~dod_collect_holiday_gifts~	4.04
~David~	~dod_cap_last_flag~	26.11
~David~	~dod_kills_with_mp40~	4.36
~David~	~basicelement~	66.08
~David~	~statealchemist~	66.46
~David~	~cookingbythebook~	65.76
~David~	~finderskeepers~	20.97
~David~	~vanillaice~	56.66
~David~	~immafirinmahlazer~	47.40
~David~	~bluenoyelloooow~	18.70
~David~	~theenchanter~	54.76
~David~	~firstblood~	40.88
~David~	~nomoretrolling~	59.92
~David~	~aneyeforaneye~	62.19
~David~	~houdini~	58.95
~David~	~thereisnogoatlevel~	39.12
~David~	~itsoverninethousand~	45.14
~David~	~rpgmuch~	53.86
~David~	~killingyourfriendsyo~	36.39
~David~	~ohgravitythouartahea~	49.09
~David~	~solidsnake~	49.04
~David~	~ach_comp_mi~	21.96
~David~	~ach_pokey_shown_allkids~	1.46
~David~	~ach_comp_mm~	14.65
~David~	~ach_rank_101~	1.06
~David~	~ach_coll_allemobag~	2.08
~David~	~ach_stump_read~	4.27
~David~	~ach_revisted_all_levels~	1.71
~David~	~ach_comp_bb~	41.84
~David~	~ach_scavenger_compl~	3.91
~David~	~ach_comp_ww~	11.66
~David~	~ach_ret_allbrains~	4.76
~David~	~ach_comp_as~	9.93
~David~	~ach_comp_sa~	27.07
~David~	~ach_christmas~	1.94
~David~	~ach_clairvoyed_chars~	3.52
~David~	~ach_mi_demonroom_seen~	8.73
~David~	~ach_comp_mc~	8.41
~David~	~ach_coll_allhelmets~	4.13
~David~	~ach_bacon_hint_usage~	8.41
~David~	~ach_all_powers~	11.87
~David~	~ach_rank_80~	4.73
~David~	~ach_comp_th~	12.42
~David~	~ach_comp_lo~	17.94
~David~	~ach_vernon_story_heard~	6.65
~David~	~ach_rank_60~	10.00
~David~	~ach_holiday_dinner~	12.71
~David~	~ach_bobby_chloe_cs_seen~	6.71
~David~	~ach_rank_20~	24.67
~David~	~ach_comp_bv~	10.94
~David~	~ach_coll_vaults~	2.22
~David~	~ach_coach_speech_repeated~	3.04
~David~	~ach_kiost_lines_read~	5.59
~David~	~ach_rank_40~	16.45
~David~	~ach_maloof_gangster_seen~	5.84
~David~	~ach_coll_allfigments~	1.51
~David~	~ach_bv_gardenseen~	5.37
~David~	~ach_comp_punchy_target~	2.18
~David~	~l4d_achievement_rescue_self_from_smoker~	68.15
~David~	~l4d_achievement_burn_tank~	58.75
~David~	~l4d_achievement_rescue_from_smoker~	72.45
~David~	~l4d_achievement_kill_tank_no_damage~	67.14
~David~	~portal_infinitefall~	8.07
~David~	~portal_beat_4advancedmaps~	12.35
~David~	~portal_longjump~	11.10
~David~	~portal_get_portalguns~	71.44
~David~	~portal_detach_all_cameras~	1.94
~David~	~portal_get_allsilver~	0.58
~David~	~portal_beat_2advancedmaps~	20.34
~David~	~portal_beat_game~	46.68
~David~	~portal_escape_testchambers~	50.19
~David~	~portal_get_allgold~	0.55
~David~	~portal_get_allbronze~	0.63
~David~	~portal_beat_6advancedmaps~	8.22
~David~	~portal_kill_companioncube~	57.26
~David~	~portal_transmission_received~	1.76
~David~	~portal_hit_turret_with_turret~	45.64
~David~	~medichealing~	0.62
~David~	~clotchampionkilled~	0.64
~David~	~sniper1upgrade~	0.61
~David~	~40000damageinflicted~	0.61
~David~	~obliterate15zedswithplasmabomb~	0.61
~David~	~crawlerchampionkilled~	0.61
~David~	~gotobjective~	0.61
~David~	~bloatchampionkilled~	0.63
~David~	~meleekills50~	0.61
~David~	~supremecommanderrank~	0.61
~David~	~advancedgunnerrank~	0.62
~David~	~fleshpoundchampionkilled~	0.61
~David~	~alliangecaptainrank~	0.62
~David~	~huskchampionkilled~	0.61
~David~	~scrakechampionkilled~	0.61
~David~	~ammoupdate~	0.61
~David~	~survivedsuicidal~	0.61
~David~	~nuclearrockets~	0.61
~David~	~incendiarybullets~	0.61
~David~	~sirenchampionkilled~	0.62
~David~	~destroyturret~	0.61
~David~	~gorefastchampionkilled~	0.63
~David~	~10000damageinflicted~	0.65
~David~	~patriarchkilled~	0.62
~David~	~meleedfleshpound~	0.61
~David~	~sniper2upgrade~	0.61
~David~	~turretsbuild~	0.64
~David~	~nucleargrenades~	0.62
~David~	~stalkerchampionkilled~	0.62
~David~	~stunturret~	0.61
~David~	~ach_deploy_ammo_upgrade~	51.16
~David~	~ach_vs_jockey_two_players~	23.80
~David~	~ach_bile_a_tank~	35.80
~David~	~ach_save_player_from_jockey_fast~	54.93
~David~	~ach_kill_spitter_fast~	58.98
~David~	~ach_vs_charger_ground_smash~	20.63
~David~	~ach_survive_bridge~	21.89
~David~	~ach_vs_spit_on_enemy_team~	25.77
~David~	~ach_vs_jockey_long_ride~	25.04
~David~	~ach_survive_mall~	37.56
~David~	~ach_vs_charger_long_carry~	14.79
~David~	~ach_vs_jockey_into_acid~	20.24
~David~	~ach_kill_infected_with_chainsaw~	29.33
~David~	~ach_impound_lot_no_alarms~	13.55
~David~	~obliterate10zedswithpipebomb~	15.25
~David~	~kill2sideshowstalkerwithbackstab~	2.32
~David~	~winasylumhard~	2.69
~David~	~killfleshpoundwithmelee~	16.73
~David~	~winbioticslabhard~	5.45
~David~	~healselfxtimes~	25.60
~David~	~winwestlondonnormal~	17.39
~David~	~winicecavehell~	0.65
~David~	~decapburninghalloweenzedinbedlam~	2.59
~David~	~killhuskwithflamethrower~	10.99
~David~	~unlock6ofhalloweenachievements~	1.30
~David~	~winwaterworkshell~	0.69
~David~	~completenewachievementssuicidal~	0.65
~David~	~winhellridesuicidal~	0.50
~David~	~killxmaszedwitheveryrevolvershot~	7.92
~David~	~winhellridenormal~	2.22
~David~	~heal3000pointswithmp5duringxmas~	3.07
~David~	~killpatriarchwithlaw~	12.73
~David~	~kill15xmashuskswithhuskcannon~	0.66
~David~	~get1000burndamagewithmac10~	12.80
~David~	~winasylumhell~	0.69
~David~	~winmountainpasssuicidal~	1.13
~David~	~winwestlondonhell~	0.91
~David~	~winmountainpasshell~	0.83
~David~	~onlysurvivorxwaves~	7.78
~David~	~unlock10ofsideshowachievements~	2.52
~David~	~winicecavehard~	1.55
~David~	~kill10sideshowclotswithfireweapon~	5.73
~David~	~completenewachievementsnormal~	1.47
~David~	~winmanorhard~	4.53
~David~	~kill25halloweenscrakesinbedlam~	1.36
~David~	~winbiohazardhard~	1.97
~David~	~winfoundrynormal~	6.03
~David~	~killxenemieswithfireaxe~	17.13
~David~	~winhospitalhorrorshard~	1.51
~David~	~donatexcashtoteammates~	27.93
~David~	~killxburningenemieswithcrossbow~	4.97
~David~	~winwaterworksnormal~	4.23
~David~	~killhalloweenpatriarchinbedlam~	2.28
~David~	~winwyrenormal~	5.46
~David~	~killoneofeachzedswithksg~	0.75
~David~	~kill12xmaszedswith1benelliclip~	2.01
~David~	~winsantasevillairsuicidal~	0.79
~David~	~winfarmhell~	0.75
~David~	~winwyrehard~	2.25
~David~	~kill3sideshowclotswithlar~	11.48
~David~	~winsuburbianormal~	3.52
~David~	~maxoutallperks~	1.45
~David~	~winall3summermapshard~	1.55
~David~	~holdall3dualiesduringxmas~	3.37
~David~	~medickillxenemieswithknife~	7.45
~David~	~winsideshowhell~	0.78
~David~	~winmountainpasshard~	3.23
~David~	~winfilthscrosshell~	0.67
~David~	~kill100fleshpoundswithaa12~	2.05
~David~	~winasylumnormal~	4.94
~David~	~kill5sideshowbloats~	11.75
~David~	~gib500zedswithm79~	3.31
~David~	~winbioticslabnormal~	13.16
~David~	~winicebreakerhard~	1.56
~David~	~kill1000enemieswithpipebomb~	1.89
~David~	~killselectxmaszedsonsinglemap~	15.72
~David~	~winmountainpassnormal~	9.14
~David~	~winfoundryhard~	2.76
~David~	~winsuburbiahard~	1.49
~David~	~heal200teammateswithmp7~	5.94
~David~	~winmanorsuicidal~	1.43
~David~	~winbioticslabsuicidal~	1.58
~David~	~winwestlondonhard~	6.48
~David~	~winsideshowsuicidal~	0.92
~David~	~defeatpatriarchonsuicidal~	3.56
~David~	~killxscrakeswithchainsaw~	5.80
~David~	~kill250halloweenzedsinbedlam~	2.31
~David~	~winfilthscrossnormal~	3.56
~David~	~wincrashsuicidal~	0.95
~David~	~winfarmsuicidal~	1.28
~David~	~winfarmnormal~	9.73
~David~	~winallmapssuicidal~	0.95
~David~	~winfoundryhell~	0.72
~David~	~kill1000zedswithscar~	5.19
~David~	~winhospitalhorrorssuicidal~	0.83
~David~	~winofficessuicidal~	1.26
~David~	~wincrashhell~	0.72
~David~	~kill1xmaszedwithfullm4clip~	16.63
~David~	~killxenemies2~	32.14
~David~	~winsideshownormal~	4.47
~David~	~killsideshowhuskwithlaw~	2.82
~David~	~killxenemies3~	11.83
~David~	~turnxenemiesintogiblets~	12.19
~David~	~winall3summermapsnormal~	2.76
~David~	~killzedthathurtplayerwithm7a3~	6.23
~David~	~killxmaspatriarchwithclaymoredecap~	1.03
~David~	~killpatriarchonlycrossbows~	3.48
~David~	~winhospitalhorrorshell~	0.71
~David~	~winfarmhard~	3.36
~David~	~winicebreakerhell~	0.67
~David~	~winasylumsuicidal~	1.06
~David~	~killzedwithsa80andfnfal~	7.42
~David~	~winwyrehell~	0.69
~David~	~winicecavesuicidal~	0.75
~David~	~survivesideshowsirenscreamplus10sec~	7.42
~David~	~winfoundrysuicidal~	1.13
~David~	~winbiohazardsuicidal~	0.97
~David~	~completenewachievementshell~	0.57
~David~	~killpatriarchbeforeheheals~	28.43
~David~	~winhellridehard~	1.03
~David~	~meleekill4sideshowzedsinoneslomo~	2.61
~David~	~winbioticslabhell~	0.87
~David~	~killsideshowscrakewithcrossbow~	7.13
~David~	~killxbloats~	14.26
~David~	~winfilthscrosssuicidal~	0.84
~David~	~acquirexminutesofzedtime~	21.52
~David~	~winsantasevillairhell~	0.69
~David~	~winofficesnormal~	9.41
~David~	~kill5halloweenzedswithoutreload~	8.96
~David~	~killxstalkerswithexplosives~	13.89
~David~	~winbiohazardhell~	0.78
~David~	~wincrashnormal~	5.15
~David~	~windepartedhard~	2.22
~David~	~killxsirens~	17.86
~David~	~winhellridehell~	0.40
~David~	~kill2scrakesonebulletwithbarret~	1.18
~David~	~winwaterworkshard~	1.65
~David~	~winmanornormal~	11.23
~David~	~winbiohazardnormal~	3.88
~David~	~winicebreakernormal~	3.72
~David~	~winofficeshard~	3.53
~David~	~winwyresuicidal~	1.01
~David~	~kill20crawlerskilledinair~	6.08
~David~	~winhospitalhorrorsnormal~	3.30
~David~	~winsantasevillairhard~	1.52
~David~	~turnxfleshpoundsintogiblets~	14.73
~David~	~killxenemieswithgrenade~	38.32
~David~	~killxenemiesfeedingoncorpses~	1.09
~David~	~winsideshowhard~	1.85
~David~	~killxmasscrakewithdirectm203nade~	1.43
~David~	~winsuburbiahell~	0.67
~David~	~winsuburbiasuicidal~	0.80
~David~	~wincrashhard~	2.20
~David~	~lasersightedebrheadshots25inarow~	1.23
~David~	~killsideshowgorefastwithmelee~	10.02
~David~	~completenewachievementshard~	0.95
~David~	~winicecavenormal~	4.09
~David~	~kill12clotswithonemagwithmk23~	2.29
~David~	~killsideshowfleshpoundwithpistol~	5.54
~David~	~windepartedhell~	0.78
~David~	~drop5tier2weaponsonewavesideshow~	1.72
~David~	~winall3summermapssuicidal~	0.87
~David~	~winfilthscrosshard~	1.61
~David~	~winmanorhell~	0.78
~David~	~windepartedsuicidal~	1.03
~David~	~windepartednormal~	4.83
~David~	~killsideshowpatriarch~	12.19
~David~	~winwaterworkssuicidal~	0.83
~David~	~winicebreakersuicidal~	0.80
~David~	~winwestlondonsuicidal~	1.68
~David~	~winallmapsnormal~	5.02
~David~	~achievement133~	5.34
~David~	~winofficeshell~	0.75
~David~	~winbedlamhardhalloween~	1.49
~David~	~achievement132~	1.17
~David~	~achievement135~	0.91
~David~	~winallmapshard~	2.11
~David~	~killxenemies~	49.32
~David~	~achievement134~	2.02
~David~	~achievement137~	2.28
~David~	~winsantasevillairnormal~	4.39
~David~	~killenemyusingbloatacid~	51.24
~David~	~achievement136~	0.71
~David~	~kill4enemieswithhuntingshotgunshot~	14.64
~David~	~kill5sideshowcrawlerswithbullpup~	8.20
~David~	~solved2~	49.89
~David~	~solved3~	40.10
~David~	~solved4~	30.37
~David~	~solved5~	26.60
~David~	~traversed3~	57.02
~David~	~traversed4~	41.55
~David~	~traversed5~	33.79
~David~	~traversed6~	30.80
~David~	~traversed2~	80.71
~David~	~speed_run~	0.53
~David~	~solved6~	24.35
~David~	~closure~	23.68
~David~	~kill_brink~	61.77
~David~	~pet_send_to_town~	61.88
~David~	~torchlight_achievement_firstlevel~	79.46
~David~	~recipes_25~	20.49
~David~	~critical_strike_on_death~	73.12
~David~	~pet_feed_fish_any~	51.22
~David~	~handguns_owned_2~	8.05
~David~	~reached_haven~	47.02
~David~	~handguns_owned_1~	16.49
~David~	~swords_owned_1~	19.20
~David~	~swords_owned_2~	12.57
~David~	~reached_rescue_camp~	65.65
~David~	~armors_owned_1~	13.77
~David~	~helms_owned_1~	14.62
~Kap~	~founddifferentsolution~	57.40
~Kap~	~completealltutorial~	79.06
~Kap~	~edgetimegrabbedbyplatform~	20.89
~Kap~	~finishedlevelsstep3~	9.38
~Kap~	~finishedlevelsstep2~	18.23
~Kap~	~finishednormallevels~	5.64
~Kap~	~finishedlevelsstep1~	37.68
~Kap~	~cubecrushed~	17.51
~Kap~	~edgetimedroppedbyplatform~	26.28
~Kap~	~fall~	19.45
~Kap~	~id_perfectlanding~	7.36
~Al~	~ach_candycane~	16.80
~Al~	~ach_olympian~	58.61
~Al~	~achievement_120397~	26.91
~Al~	~kid_gift_1~	6.48
~Al~	~kid_gift_2~	4.18
~Al~	~ach_char_cv~	43.87
~Al~	~ach_warp_1~	61.90
~Al~	~ach_unflinching_sam~	45.11
~Al~	~ach_white_men_can_jump~	36.91
~Al~	~tf_scout_long_distance_runner~	29.48
~Al~	~tf_pyro_camp_position~	15.35
~Al~	~tf_demoman_bounce_and_kill~	15.34
~Al~	~ach_keep_them_coming~	11.61
~Al~	~ach_combo_enthusiast~	46.03
~Al~	~ach_holiday_survivors~	15.34
~Al~	~supporter~	48.79
~Al~	~ach_40_games_played~	17.55
~Al~	~ach_win_100_games~	2.99
~Al~	~ach_win_20_games~	16.16
~Al~	~ach_200_bonus_taken~	16.38
~Al~	~ach_win_5_games_row~	18.39
~Al~	~ach_no_team_loss~	25.40
~Al~	~ach_win_50_duels~	3.36
~Al~	~ach_win_10_duels~	17.70
~Al~	~ach_150_games_played~	4.64
~Al~	~ach_50_bonus_taken~	38.85
~Al~	~ach_christmas~	24.65
~Al~	~kills_1_ach~	46.84
~Al~	~kills_10_ach~	38.35
~Al~	~training_complete_ach~	48.46
~Al~	~medal.xmas.victory~	18.90
~Al~	~ac_15~	61.95
~Al~	~ac_16~	38.49
~Al~	~ac_09~	37.66
~Al~	~mp_play~	26.92
~Al~	~achievement_33~	71.50
~Al~	~achievement_3~	63.75
~Al~	~achievement_36~	41.86
~Al~	~achievement_4~	57.28
~Al~	~achievement_48~	5.45
~Al~	~achievement_35~	11.96
~Al~	~achievement_47~	16.15
~Al~	~achievement_34~	44.80
~Al~	~achievement_2~	73.70
~Al~	~achievement_7~	47.99
~Al~	~achievement_8~	44.86
~Al~	~achievement_5~	53.26
~Al~	~achievement_6~	50.81
~Al~	~deckthehalls~	36.84
~Al~	~dod_beat_the_heat~	2.42
~Al~	~dod_throw_back_gren~	9.43
~Al~	~dod_win_knife_fight~	17.47
~Al~	~dod_collect_holiday_gifts~	4.04
~Al~	~dod_cap_last_flag~	26.11
~Al~	~dod_play_custom_maps~	23.17
~Al~	~ach_winter~	53.34
~Al~	~l4d_achievement_witch_no_damage~	53.05
~Al~	~l4d_achievement_survive_hospital~	44.02
~Al~	~l4d_achievement_infected_sneak_melee~	48.00
~Al~	~l4d_achievement_rescue_from_smoker~	72.45
~Al~	~l4d_achievement_no_damage_after_vomit~	67.79
~Al~	~l4d_achievement_play_lighthouse~	28.41
~Al~	~l4d_achievement_sacrifice_bill~	3.78
~Al~	~l4d_achievement_kill_tank_no_damage~	67.14
~Al~	~l4d_achievement_blow_up_x_infected~	64.40
~Al~	~l4d_achievement_burn_x_infected~	57.59
~Al~	~l4d_achievement_tank_explosion_stun~	11.30
~Al~	~l4d_achievement_survive_garage~	27.93
~Al~	~l4d_achievement_rescue_from_closet~	55.71
~Al~	~l4d_achievement_survive_airport~	40.12
~Al~	~l4d_achievement_dont_awaken_witch~	19.93
~Al~	~l4d_achievement_burn_tank~	58.75
~Al~	~l4d_achievement_complete_the_sacrifice~	6.16
~Al~	~l4d_achievement_rescue_x_from_smoker~	56.08
~Al~	~l4d_achievement_get_one_bronze~	33.71
~Al~	~l4d_achievement_make_x_headshots~	68.43
~Al~	~l4d_achievement_protect_survivors_x_times~	61.77
~Al~	~l4d_achievement_all_survivors_alive~	53.55
~Al~	~colossal_stealth~	1.67
~Al~	~sneak_kill~	7.61
~Al~	~winter_sale_2011~	3.56
~Al~	~the_way_you_hold_them~	18.70
~Al~	~smell_of_victory~	22.55
~Al~	~bloodlust~	21.24
~Al~	~i_am_just_shy~	18.70
~Al~	~life_interrupted~	19.90
~Al~	~i_dont_like_bunnies~	25.59
~Al~	~spread_the_pain~	23.22
~Al~	~big_game_hunter~	11.23
~Al~	~portal_get_portalguns~	71.44
~Al~	~portal_kill_companioncube~	57.26
~Al~	~portal_hit_turret_with_turret~	45.64
~Al~	~potato_mine~	76.11
~Al~	~manacles~	12.78
~Al~	~doll~	12.95
~Al~	~wing~	12.57
~Al~	~heart~	12.68
~Al~	~cursed_nail~	13.02
~Al~	~backpack~	12.65
~Al~	~burning_arrow~	12.56
~Al~	~wooden_stake~	12.52
~Al~	~lucky_charm~	12.72
~Al~	~ring~	12.71
~Al~	~claw~	12.97
~Al~	~cup~	12.82
~Al~	~expanded_magazine~	12.55
~Al~	~large_shells~	12.41
~Al~	~zombie~	12.41
~Al~	~jaw~	12.65
~Al~	~blood~	12.90
~Al~	~skull~	12.48
~Al~	~scheme~	12.82
~Al~	~sceptre~	12.60
~Al~	~eye~	12.44
~Al~	~silver_bullets~	11.44
~Al~	~enchanted_scroll~	12.85
~Al~	~holy_water~	12.71
~Al~	~dumdum~	11.83
~Al~	~sp_lvl_frontend_chair~	31.03
~Al~	~sp_lvl_frontend_zork~	8.50
~Al~	~sp_zom_flamingbull~	35.93
~Al~	~sp_gen_rough_eco~	27.66
~Al~	~gma_x_maps~	27.60
~Al~	~gma_badcoder~	32.79
~Al~	~gma_play_multiplayer~	62.18
~Al~	~gma_not_sandbox~	51.43
~Al~	~gma_play_singleplayer~	67.60
~Al~	~kill3christmasstalkerswithlar~	7.21
~Al~	~kill20christmasclots~	13.30
~Al~	~killchristmashuskwithpistol~	15.92
~Al~	~healselfxtimes~	25.60
~Al~	~killxenemieswithgrenade~	38.32
~Al~	~killxenemies~	49.32
~Al~	~kill1xmaszedwithfullm4clip~	16.63
~Al~	~killxenemies2~	32.14
~Al~	~donatexcashtoteammates~	27.93
~Al~	~killenemyusingbloatacid~	51.24
~Al~	~killselectxmaszedsonsinglemap~	15.72
~Al~	~frozen~	3.41
~Al~	~stuntman~	57.44
~Al~	~snowboarder~	35.69
~Al~	~lockdown_snowball~	8.79
~Al~	~reached_haven~	47.02
~Al~	~reached_rescue_camp~	65.65
~Al~	~complete_tutorial_level~	81.83
~Al~	~present~	13.93
~Al~	~coopbeginner~	16.63
~Al~	~fragcombo~	5.00
~Al~	~lookmaiwon~	5.03
~Al~	~seriousbeginner~	24.34
~Al~	~fragger~	5.04
~Al~	~deathmatchbeginner~	9.86
~Al~	~cooperativesurvivalbeginner~	5.37
~Al~	~asw_weld_door~	28.06
~Al~	~asw_tech_survives~	48.85
~Al~	~asw_fast_reload~	30.73
~Al~	~asw_mission_no_deaths~	31.48
~Al~	~no_rest_for_the_wary~	39.00
~Al~	~for_the_record~	58.77
~Al~	~home_coming~	8.35
~Al~	~the_price_of_war~	15.76
~Al~	~the_harder_they_fall~	59.41
~Al~	~ends_justify_the_means~	8.68
~Al~	~prisoner_627~	9.51
~Al~	~tagem_and_bagem~	73.32
~Al~	~first_day_of_school~	15.25
~Al~	~royal_with_cheese~	70.61
~Al~	~black_diamond~	14.95
~Al~	~the_pawn~	60.29
~Al~	~red_dawn~	9.83
~Al~	~ten_plus_foot_mobiles~	73.42
~Al~	~pit_boss~	6.20
~Al~	~gold_star~	72.11
~Al~	~threesome~	83.19
~Al~	~two_birds_with_one_stone~	86.00
~Al~	~blackjack~	28.67
~Al~	~back_in_the_saddle~	85.09
~Al~	~operational_asset~	24.58
~Al~	~queen_takes_rook~	7.65
~Al~	~desperate_times~	62.51
~Al~	~turistas~	10.49
~Al~	~out_of_the_frying_pan~	59.96
~Al~	~houston_we_have_a_problem~	61.43
~Al~	~knock_knock~	30.50
~Al~	~some_like_it_hot~	72.12
~Al~	~cold_shoulder~	78.39
~Al~	~unnecessary_roughness~	55.04
~Al~	~charlie_on_our_six~	48.17
~Al~	~off_the_grid~	7.52
~Al~	~danger_close~	81.19
~Al~	~hotel_bravo~	56.39
~Al~	~soap_on_a_rope~	64.50
~Al~	~035~	31.27
~Al~	~011~	35.15
~Al~	~023~	47.24
~Al~	~030~	25.97
~Al~	~013~	36.77
~Al~	~001~	39.15
~Al~	~016~	26.79
~Al~	~008~	32.35
~Al~	~epx_get_zombinegrenade~	28.07
~Al~	~34~	54.76
~Al~	~31~	66.54
~Al~	~36~	63.40
~Al~	~ach_29~	30.80
~Al~	~ach_47~	43.85
~Al~	~ach_27~	25.58
~Al~	~ach_26~	26.86
~Al~	~ach_25~	34.47
~Al~	~ach_24~	47.96
~Al~	~ach_48~	32.14
~Al~	~ach_42~	60.62
~Al~	~ach_41~	59.11
~Al~	~ach_1~	17.79
~Al~	~ach_33~	41.25
~Al~	~ach_15~	53.14
~Al~	~ach_36~	54.18
~Al~	~ach_17~	41.59
~Al~	~ach_12~	50.89
~Al~	~ach_37~	34.71
~Al~	~ach_14~	46.97
~Al~	~ach_39~	42.07
~Al~	~ach_9~	10.26
~Al~	~ach_8~	38.12
~Al~	~ach_10~	24.82
~Al~	~ach_7~	36.28
~Al~	~ach_6~	62.41
~Al~	~ach_30~	45.82
~Al~	~ach_32~	59.78
~Al~	~ach_3~	38.40
~Al~	~ach_31~	35.04
~Al~	~hl2_break_miniteleporter~	5.51
~Al~	~hl2_hit_cancop_withcan~	13.17
~Al~	~hl2_get_crowbar~	29.83
~Al~	~hl2_kill_barnacleswithbarrel~	16.80
~Al~	~hl2_put_canintrash~	19.50
~Al~	~hl2_escape_apartmentraid~	31.11
~Al~	~achiev_through_the_wall~	58.70
~Al~	~achiev_you_have_to_focus~	44.27
~Al~	~ach.trivial_test~	51.53
~Al~	~ach.team_building~	41.00
~Al~	~ach.bridge~	64.66
~Al~	~ach.wheatley_tries_to~	48.64
~Al~	~ach.hug_name~	27.78
~Al~	~ach.wake_up~	71.16
~Al~	~ach.not_the_droid~	45.75
~Al~	~ach.shoot_the_moon~	48.14
~Al~	~ach.white_gel~	52.70
~Al~	~ach.addicted_to_spuds~	55.14
~Al~	~ach.stalemate_associate~	59.09
~Al~	~ach.blue_gel~	56.92
~Al~	~ach.tractor_beam~	49.41
~Al~	~ach.hi_five_your_partner~	48.79
~Al~	~ach.laser~	70.16
~Al~	~ach.excursion_funnels~	23.49
~Al~	~ach.teacher~	3.88
~Al~	~ach.survive_container_ride~	75.42
~Al~	~ach.new_blood~	19.43
~Al~	~ach.mass_and_velocity~	34.39
~Al~	~ach.with_style~	28.55
~Al~	~ach.save_redemption_turret~	36.61
~Al~	~ach.save_cube~	31.98
~Al~	~ach.break_out~	59.83
~Al~	~ach.box_hole_in_one~	32.78
~Al~	~ach.orange_gel~	53.90
~Al~	~ach.taunts~	24.52
~Al~	~achievement2~	35.58
~Al~	~achievement16~	13.03
~Al~	~who_dares_wins~	56.68
~Al~	~bad_first_date~	58.15
~Al~	~vive_la_revolution~	60.79
~Al~	~back_in_the_fight~	86.29
~Al~	~birdie~	34.15
~Al~	~fifty_fifty~	9.78
~Al~	~well_always_have_paris~	61.86
~Al~	~up_to_no_good~	69.86
~Al~	~kill_box~	23.20
~Al~	~storm_the_castle~	59.18
~Al~	~i_live~	63.35
~Al~	~one_way_ticket~	68.07
~Al~	~jack_the_ripper~	32.62
~Al~	~frequent_flier~	71.71
~Al~	~no_assistance_required~	11.49
~Al~	~brag_rags~	54.57
~Al~	~requiem~	60.25
~Al~	~back_seat_driver~	62.82
~Al~	~carpe_diem~	73.50
~Al~	~defense_spending~	3.90
~Al~	~the_big_apple~	8.65
~Al~	~welcome_to_ww3~	65.74
~Al~	~wet_work~	76.15
~Al~	~diamond_in_the_rough~	57.38
~Al~	~serrated_edge~	14.70
~Al~	~this_is_my_boomstick~	5.37
~Al~	~sandstorm~	64.39
~Al~	~too_big_to_fail~	78.89
~Al~	~menage_a_trois~	9.31
~Al~	~ophthalmologist~	41.98
~Al~	~seriousbeginner~	63.03
~Al~	~tf_heavy_achieve_progress3~	9.87
~Al~	~tf_spy_backstab_dominating_enemy~	18.12
~Al~	~tf_heavy_achieve_progress2~	12.88
~Al~	~tf_get_headshots~	24.86
~Al~	~tf_heavy_achieve_progress1~	16.96
~Al~	~tf_get_consecutivekills_nodeaths~	44.09
~Al~	~tf_scout_survive_damage~	16.85
~Al~	~tf_sniper_achieve_progress1~	25.50
~Al~	~tf_engineer_shotgun_kill_prev_sentry_target~	18.41
~Al~	~tf_sniper_achieve_progress2~	19.10
~Al~	~tf_sniper_headshot_snipers~	22.23
~Al~	~tf_engineer_freezecam_sentry~	25.86
~Al~	~tf_sniper_dominate_sniper~	21.84
~Al~	~tf_sniper_achieve_progress3~	14.38
~Al~	~tf_scout_long_distance_runner~	46.59
~Al~	~tf_heavy_earn_medic_domination~	21.30
~Al~	~tf_spy_ambassador_scout_grind~	8.30
~Al~	~tf_engineer_tank_damage~	10.32
~Al~	~tf_scout_knock_into_train~	10.53
~Al~	~tf_medic_bonesaw_medics~	8.04
~Al~	~tf_sniper_bow_pin_heavy~	11.21
~Al~	~tf_soldier_kill_airborne_target_while_airborne~	20.58
~Al~	~tf_medic_heal_callers~	9.94
~Al~	~tf_pyro_simulburn_scouts~	24.72
